題號,題目,A,B,C,D,答案,解析,來源名稱,來源網址
5,MLOps 當 AI 模型完成部署並投入實際運行後，如何確保其穩定運作、持續提供可靠 預測、並具備應變能力，便成為系統成功的關鍵。這個階段的核心理念，即為 MLOps (Machine Learning Operations )。 MLOps 是 DevOps 在 AI 領域的延伸，強調將模型訓練、測試、部署與監控進 行持續整合與自動化，確保模型在全生命週期中的一致性、效率與可追蹤性。  第五章 AI 技術應用與系統部署 5-19 A. 持續整合與持續部署( CI/CD ) MLOps 透過 CI/CD (Continuous Integration / Continuous Deployment )流程， 將模型的開發、測試與部署自動化，提升團隊協作效率並降低人為錯誤。  CI 持續整合( Continuous Integration )內容包含：  原始碼與資料變動即觸發模型訓練與測試流程。  整合單元測試、模型準確率驗證與效能基準比較。  CD 持續部署( Continuous Deployment )涵蓋：  通過測試門檻的模型，自動部署至測試或生產環境。  支援 A/B 測試或藍綠部署( Blue-Green Deployment )以控制風險。  模型版本控管( Model Versioning )：  透過如 MLflow、DVC 等工具，追蹤每次訓練的參數、 資料 版本與模型成果， 建立可重現性。  MLflow： 開源平台 ， 用於管理機器學習全流程 ， 包括實驗記錄 、 模型訓練 、 部署與版本控制。  DVC(Data Version Control ) ：版本控制工具，專為機器學習項目設計，支 援資料集與模型的版本追蹤與再現性。 B. 模型監控與回饋機制( Monitoring & Feedback ) AI 模型部署後，並非 「一勞永逸」 ，隨時間推進，資料型態與使用環境可能發 生變化，導致模型效能下降。此時需透過監控與回饋機制來偵測與修正。  常見監控項目包含：  模型漂移 (Model Drift ) ：模型預測分佈與訓練時期不同，可能表示模型已不 再適用  資料漂移( Data Drift ) ：輸入資料的統計特徵改變，如欄位分佈或異常比例 異常  錯誤率、延遲、吞吐量等效能指標  回饋與自動修正流程：  設定觸發門檻(如準確率下降 5%)  第五章 AI 技術應用與系統部署 5-20  啟動再訓練流程( Retraining Pipeline )  或透過熱更新( Hot Swap )或滾動 更新( Rolling Update )替換模型版本  可視化與預警機制：  整合 Log 分析與 Dashboard 工具(如 Prometheus + Grafana )  自動警告 /提示系統，異常偵測時通知相關工程人員,,,,,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
6,AI 模型部署上線後，並不代表專案已結束。實際上，進入生產環境後進入 「持 續觀測、效能追蹤與模型優化」 階段，才是 AI 能持續為業務產生價值的關鍵所在。 A. 成效指標設計與回收週期建立  關鍵效能指標( KPI)設定 不同 AI 應用需對應不同層級的效能指標：  系統層級：推論延遲( Inferen ce Latency ) 、吞吐量(Throughput ) 、服務可用 率(Uptime ) 、資源使用率(如GPU 記憶體) 。  應用層級：推薦點擊率( CTR) 、預測準確率(Accuracy ) 、分類F1-Score 、 異常偵測精確度等。  業務層級：轉換率提升、成本節省、客戶留存率變化、 ROI(投資報酬率) 等。  資料與績效回收週期( Feedback Loop ) 系統應建立定期的資料回收與監測週期，例如：  每日監控推論效能與使用情況；  每週收集錯誤樣本與業務回饋；  每月進行一次模型重新評估或 retraining 需求確認。  跨層級指標聯動 實務中，單一層級指標可能無法全面反映系統效能，建議採 「技術指標 + 業務 指標」雙軌制，讓工程團隊與業務部門有共同語言與追蹤重心。  第五章 AI 技術應用與系統部署 5-21 B. 模型更新與持續優化  模型版本管理與滾動更新( Rolling Update ) 為避免中斷服務或部署風險，模型更新應採版本控管與滾動釋出策略。可搭配 藍綠部署 (Blue-Green Deployment ) 、金絲雀部署 (Canary Deployment ) 等技術， 降低新模型不穩定帶來的風險。  再訓練與資料再標註機制 隨著時間推移與環境變動 ， 資料分佈可能發生漂移 ( Data Drift ) ，導致模型效能 下降。應設立資料監測機制，當漂移超過門檻時，自動觸發模型再訓練流程， 並更新資料集標註品質。  使用者與業務回饋融入優化流程 如客服或銷售反映的錯誤 案例、自動標記錯誤樣本進行學習( Human -in-the- Loop) 、使用者點擊行為記錄等，皆可轉化為模型優化素材。  自動化模型優化機制( AutoML / Online Learning ) 對於變化快速或大規模資料情境 ， 可搭配 AutoML 或在線學習 (Online Learning ) 架構，實現持續模型微調，保持預測準確度。,,,,,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
7,AI 專案的成功落地，並不僅僅是技術部署的完成，而是建立在組織內部各部 門協作與共同推動的基礎上。由於 AI 模型的應用往往跨越業務、行銷、客服、法 務、資訊等多個部門，因此在部署階段與營運階段，建立清晰的跨部門整合機制 至關重要。 A. 明確部門角色與參與責任  業務與行銷部門：提供實際需求情境與績效指標，並根據 AI 模型的輸出 (如預 測結果、推薦清單)進行策略應用與反饋調整。  客服與營運部門：在模型應用端與客戶接觸最頻繁，負責回收實際互動案例與 異常反應，用於持續優化模型。  第五章 AI 技術應用與系統部署 5-22  法務與風險部門：針對資料隱私、模型公平 性與風險揭露進行審查，並協助建 立符合法規的使用框架。  資訊部門：負責部署、權限管理、 API 整合與維運支援，確保 AI 系統可穩定接 軌企業基礎架構。 B. 建立常態溝通與決策機制  定期召開 AI 專案工作小組，協調各部門目標與需求差異。  推動共用績效指標(如 AI 成效影響 KPI)作為跨部門合作的共同成果基準。  對於模型調整、資料異常處理、實務需求更動等，建立快速協調與決策通道。 C. AI 納入組織治理流程 AI 不應僅是技術團隊的專案，更應納入整體營運治理。 企業可考慮設立：  AI 治理委員會：統籌資源分配、風險審查與戰略發展。  內部 AI 產品經理或協調人員：作為技術與部門間的橋梁，確保語言一致與任 務協同。  跨部門培訓與教育機制：強化非技術人員對 AI 模型意義與限制的理解，減少 誤解與溝通摩擦。 透過制度化的部門協作與治理機制 ， AI 系統才能真正被納入企業日常運作流 程中，並成為組織持續創新的動能。  第五章 AI 技術應用與系統部署 5-23,,,,,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
1,在進行 AI 建模前，進行「資料標註」的主要目的是？,減少資料容量,強化系統安全性,讓模型能夠辨識輸入與目標之間的對應關係,提升資料儲存速度,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
2,在特徵工程中，進 行特徵標準化(如 Z-score 標準化)的主要目的是？,增加欄位數量,提升資料壓縮效率,將特徵縮放至相同尺度，利於模型學習,將文字轉換為向量,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
3,若某企業的目標是預測顧客是否會流失，最適合選用下列哪一種模型任務？,分類任務,迴歸任務,生成任務,分群任務,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
4,關於模型選擇，下列哪一項敘述較為正確？,模型越複雜越好,模型應優先考慮開發成本與可部署性,只要準確率高就不需考慮其他指標,模型無須考慮資料量大小,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
5,下列哪一種資料前處理技術主要用來處理缺失值？,資料增強,標準化,插補法,降維  第五章 AI 技術應用與系統部署 5-24,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
6,在設計 AI 應用系統架構時，使用容器技術(如 Docker )的主要優點為？,加快資料標註速度,提升 API 回應速度,促進模型跨平台部署與環境一致性,減少模型所需參數量,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
7,MLOps 的主要目的為何？,壓縮模型參數,簡化使用者介面設計,實現 AI 模型的自動化開發、部署與持續維運流程,將 AI 模型嵌入硬體晶片,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
8,在邊緣運算架構中， AI 模型的推論通常會發生在哪裡？,雲端 GPU 伺服器,終端裝置本地端,資料標註平台,資料儲存庫,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
9,持續監控部署後 AI 模型效能的主要目的為何？,減少資料備份空間,提升 UI 使用效率,偵測模型概念漂移與效能下降,強化模型壓縮效果,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
0,在 AI 系統整合過程中，為確保模型可與業務流程無縫對接，通常需要哪種角 色協作？,社群經營人員,資料標註員,產品經理與工程人員,硬體維修技術員  第五章 AI 技術應用與系統部署 5-25,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
1,Ans(C) 讓模型能夠辨識輸入與目標之間的對應關係,,,讓模型能夠辨識輸入與目標之間的對應關係,,,"資料標註是監督式學習的關鍵步驟，能讓模型理解每筆資料對應的標籤
或結果。",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
2,Ans(C) 將特徵縮放至相同尺度，利於模型學習 解析 ：許多演算法(如 SVM、KNN)對特徵尺度敏感，標準化有助於提升模 型表現與穩定性。,,,將特徵縮放至相同尺度，利於模型學習 解析 ：許多演算法(如 SVM、KNN)對特徵尺度敏感，標準化有助於提升模 型表現與穩定性。,,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
4,Ans(B) 模型應優先考慮開發成本與可部署性,,模型應優先考慮開發成本與可部署性,,,,"選擇模型需考量資料特性、開發時間、計算成本與後續維運難度，不應
一味追求複雜度。",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
5,Ans(C) 插補法,,,插補法,,,"插補法 (Imputation ) 可用平均數、中位數、眾數或模型預測方式填補缺
失欄位，常用於資料清理階段。",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
6,Ans(C) 促進模型跨平台部署與環境一致性,,,促進模型跨平台部署與環境一致性,,,容器技術可封裝應用與其依賴環境，確保模型從開發到部署保持一致。,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
7,Ans(C) 實現 AI 模型的自動化開發、部署與持續維運流程,,,實現 AI 模型的自動化開發、部署與持續維運流程,,,"MLOps 結合 DevOps 與機器學習，可實現模型生命週期的持續整合、測
試與監控。",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
8,Ans(B)終端裝置本地端 解析 ：邊緣 AI 將模型部署至如手機、攝影機、感測器等裝置上，提升即時性 並減少延遲。,,終端裝置本地端 解析 ：邊緣 AI 將模型部署至如手機、攝影機、感測器等裝置上，提升即時性 並減少延遲。,,,,,AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
9,Ans(C)偵測模型概念漂移與效能下降,,,偵測模型概念漂移與效能下降,,,"模型部署後若輸入資料特性改變，將可能導致預測不準，故需建立監控
機制。  
 第五章  AI 技術應用與系統部署 
5-26",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
0,Ans(C) 產品經理與工程人員,,,產品經理與工程人員,,,"產品經理負責需求對齊與驗證場景，工程人員負責將模型封裝並整合至
應用流程。",AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目1人工智慧技術應用規劃_20251222101833.pdf
3,1 敘述性統計與資料摘要技術 ................................ ...... 3-2,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
3,2 機率分佈與資料分佈模型 ................................ ........ 3-13,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
3,3 假設檢定與統計推論 ................................ ............... 3-23 ................................ ..................... 4-1,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
4,1 數據收集與清理 ................................ ......................... 4-2,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
4,2 數據儲存與管理 ................................ ......................... 4-9,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
4,3 數據處理技術與工具 ................................ ............... 4-20 ................................ .......... 5-1,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
5,1 統計學在大數據中的應用 ................................ .......... 5-2,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
5,2 常見的大數據分析方法 ................................ ........... 5-10,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
5,3 數據可視化工具 ................................ ....................... 5-29 ................................ ...... 6-1,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
6,1 大數據與機器學習 ................................ ..................... 6-2,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
6,2 大數據在鑑別式 AI 中的應用 ................................ .. 6-14,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
6,3 大數據在生成式 AI 中的應用 ................................ .. 6-25,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
6,4 大數據隱私保護、安全與合規 ................................ 6-30 經濟部為有效提升產業人才素質，近年來持續致力於專業人才培訓發展。為 了更明確產業對各類專業人才的能力需求，特別針對亟需人才的多項重點產業， 邀集產官學專家，發展產業職能基準，提供各界依其內涵辦理培訓課程及規劃能 力鑑定機制 。 為完成特定職業(或職類)工作任務，所需具備的能力組合(知識、技能、 態度)。 AI AI 應用規劃師 了解 AI 工具的特性及具備使用經驗 ， 以協助企業規劃與推動 AI 技 術或工具導入，根據企業部門業務需求，評估並選擇適合的 AI 工 具或解決方案 ， 應用於內部流程或產品生命週期 。 整合跨部門團隊 ， 共同制定與執行 AI 導入計畫，進行開發、部署及後續優化 。 (建議具體以下至少 1 項),,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
6,此項職能基準範圍為跨產業適用。 5 完整的「 AI 應用規劃師」職能基準， 可自右方 QRcode 下載：  第一章 考試科目與評鑑內容 1-1 L21 人工智慧技術應用 與規劃 L211 AI 相關技術應用 L21101 自然語言處理技術與應用 L21102 電腦視覺技術與應用 L21103 生成式 AI 技術與應用 L21104 多模態人工智慧應用 L212 AI 導入評估規劃 L21201 AI 導入評估 L21202 AI 導入規劃 L21203 AI 風險管理 L213 AI 技術應用與系統部署 L21301 數據準備與模型選擇 L21302 AI 技術系統集成與部署 L22 大數據處理分析與 應用 L221 機率統計基礎 L22101 敘述性統計與資料摘要技術 L22102 機率分佈與資料分佈模型 L22103 假設檢定與統計推論 L222 大數據處理技術 L22201 數據收集與清理 L22202 數據儲存與管理 L22203 數據處理技術與工具 L223 大數據分析方法與工具 L22301 統計學在大數據中的應用 L22302 常見的大數據分析方法 L22303 數據可視化工具 L224 大數據在人工智慧之 應用 L22401 大數據與機器學習 L22402 大數據在鑑別式 AI 中的應用 L22403 大數據在生成式 AI 中的應用 L22404 大數據隱私保護、安全與合規 L23 機器學習技術與 應用 L231 機器學習基礎數學 L23101 機率/統計之機器學習基礎應用 L23102 線性代數之機器學習基礎應用 L23103 數值優化技術與方法 L232 機器學習與深度學習 L23201 機器學習原理與技術 L23202 常見機器學習演算法 L23203 深度學習原理與框架  第一章 考試科目與評鑑內容 1-2 L233 機器學習建模與參數 調校 L23301 數據準備與特徵工程 L23302 模型選擇與架構設計 L22303 模型訓練、評估與驗證 L22304 模型調整與優化 L234 機器學習治理 L23401 數據隱私、安全與合規 L23402 演算法偏見與公平性  第二章 考科內容 2-1 本指引將說明中級「 AI 應用規劃師」科目二之考試內容，包含「大數據處理 分析與應用」之評鑑主題「機率統計基礎」 、 「大數據處理技術」 、 「大數據分析方 法與工具」與「大數據在人工智慧之應用」 ，協助考生建立數據處理與分析的核心 能力，理解從資料取得、清洗、分析到應用於 AI 模型的完整流程，培養結合理論 與實務的數據知識概念與技術應用能力，強化 AI 應用規劃上的整體思維與實作 能力。此外，為強化學習成效，每章節將提供多樣化的練習評量，幫助考生自我 測試與檢視學習成果 。  第三章 機率統計基礎 3-1 在進行資料分析或建構人工智慧模型之前，對機率與統計的基本觀念必不可 少。大數據雖因 「資料量、新增/更新速度、內容/格式種類」 多元而形成巨大潛力， 但若欠缺嚴謹的統計基礎，往往只能停留在表面觀察或簡單趨勢推測，無法進一 步深入理解資料結構、預估未來或進行嚴格的檢定推論。 本章「機率統計基礎」將介紹統計學基礎知識：從描述性統計、機率分佈到 假設檢定與推論技術。即使在大數據時代，這些傳統方法仍是所有高階資料科學 和機器學習模型的重要起點，協助資料使用者：  確立資料基準： 在大量或複雜的資料中，透過描述統計與分佈模型掌握整體特徵、偵測離群 值或偏態。  評估隨機性與不確定性： 理解機率分佈與參數估計的概念，使我們能更客觀地判斷樣本現象是否具代 表性，或判定資料與預期分佈的吻合程度。  進行嚴謹的推論與檢定： 透過假設檢定與信賴區間等技術，進一步對資料背後的真實機制做出科學假 說與合理推論，而非僅依賴直覺或片面統計量。  第三章 機率統計基礎 3-2,,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
1,"在進行數據分析或機器學習專案前，首先要對資料進行初步的探索與摘要。 若能透過基礎統計量與圖表來快速理解資料的分佈型態、中心趨勢與離散程度， 便有助於後續的特徵選擇、異常偵測與模型設計。 敘述性統計( Descriptive Statistics )正是這樣數據探索方法，著重於「將資料 本身做最直接的總結與可視化」 ， 提供一套用來彙整 、 整理並呈現現有資料的技術 其目的不在於做母體推論，而在於快速、清晰地了解樣本資料中有哪些重要特徵 或潛在模式。讓分析人員能在短時間內掌握大局、發現潛在問題或特徵。通常可 分為三大面向： (1)集中趨勢( Central Tendency )： 透過平均數 (Mean ) 、眾數 (Mode ) 、中位數 (Median ) 等數值，刻畫資料 「最 常見或核心的位置」 ，幫助分析者掌握「中心點」或「整體水準」 。 (2)離散量度( Variability/Dispersion )： 透過變異數( Variance) 、標準差(Standard Deviation, SD ) 、全距(Range )、 四分位距( Interquartile Range, IQR )等指標，量化資料分散的程度，並辨識極端 值或偏離情況。例如，標準差大代表波動較大、資料更分散；反之則更集中。 (3)分佈形狀( Shape )： 如偏度 (Skewness ) 與峰度 (Kurtos is) ，可觀察資料分佈是否對稱、尾部厚度 如何。搭配圖表(如直方圖、箱形圖)能夠快速檢測是否存在偏態或極端尾端。  第三章 機率統計基礎 3-3 透過這三個面向的綜合應用，我們便能從多角度總結原始資料，為後續分析 (如機率分佈檢定、假設檢定、機器學習等)奠定基礎。",,,,,,,AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/AI應用規劃師(中級)-學習指引-科目2大數據處理分析與應用_20251222101850.pdf
